STATENAME,VE_TOTAL,PEDS,PERSONS,DAYNAME,MONTHNAME,HOUR,DAY_WEEKNAME,RUR_URBNAME,HARM_EVNAME,LGT_CONDNAME,WEATHER1NAME,WEATHERNAME,FATALS,DRUNK_DR
California,1,1,1,13,April,2,Saturday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,18,April,1,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,4,0,8,3,March,13,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
California,1,1,1,5,February,23,Tuesday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
California,2,1,4,17,April,22,Wednesday,Urban,Non-Motorist on Personal Conveyance,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,28,March,5,Thursday,Urban,Pedestrian,Dawn,Clear,Clear,1,0
California,1,0,1,2,May,20,Thursday,Rural,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,0
California,2,0,3,31,January,18,Thursday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
California,1,1,1,20,April,22,Saturday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
California,1,0,1,28,April,11,Sunday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,1,0,1,13,February,17,Wednesday,Rural,Tree (Standing Only),Dusk,Cloudy,Cloudy,1,0
California,1,0,1,1,February,21,Friday,Rural,Traffic Sign Support,Dark - Not Lighted,Rain,Rain,1,1
California,2,0,4,31,March,17,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,1,24,January,99,Thursday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,2,0,2,13,January,16,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
California,1,1,1,3,April,6,Wednesday,Urban,Pedestrian,Dawn,Cloudy,Cloudy,1,0
California,2,0,4,9,April,15,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,2,30,April,11,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,1,3,April,23,Wednesday,Urban,Fence,Dark - Not Lighted,Clear,Clear,1,0
California,3,0,5,7,April,7,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,2,22,March,22,Friday,Urban,Non-Motorist on Personal Conveyance,Dark - Not Lighted,Cloudy,Rain,1,0
California,1,1,1,9,March,22,Saturday,Urban,Pedestrian,Dark - Lighted,Cloudy,Cloudy,1,0
California,2,0,2,22,April,8,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,5,9,April,2,Tuesday,Urban,Curb,Dark - Lighted,Cloudy,Cloudy,1,1
California,1,0,1,13,March,1,Wednesday,Urban,"Post, Pole or Other Supports",Dark - Lighted,Clear,Clear,1,1
California,1,1,1,4,April,17,Thursday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,2,0,4,28,April,3,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,0
California,2,0,2,1,May,8,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,2,9,April,4,Tuesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,15,March,1,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,1
California,1,0,1,20,January,19,Sunday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
California,2,0,4,6,April,15,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,9,April,19,Tuesday,Urban,Pedestrian,Dusk,Clear,Clear,1,0
California,1,1,1,28,February,5,Thursday,Rural,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
California,2,0,5,28,February,1,Thursday,Urban,Parked Motor Vehicle,Dark - Not Lighted,Cloudy,Cloudy,3,0
California,1,0,2,9,April,16,Tuesday,Rural,Rollover/Overturn,Daylight,Severe Crosswinds,Severe Crosswinds,2,0
California,1,1,3,6,January,11,Sunday,Urban,Pedestrian,Daylight,Rain,Rain,1,0
California,1,1,1,18,April,20,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,2,0,3,9,April,13,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,30,March,2,Saturday,Urban,Pedalcyclist,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,20,April,14,Saturday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,2,1,3,8,May,22,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,1
California,2,0,2,19,March,20,Tuesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,2,0,5,5,April,99,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,1,0,1,20,April,19,Saturday,Urban,"Post, Pole or Other Supports",Dark - Lighted,Clear,Clear,1,0
California,3,0,4,15,May,19,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
California,2,1,3,14,March,19,Thursday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
California,1,1,1,21,April,4,Sunday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,23,April,20,Tuesday,Urban,Pedalcyclist,Dark - Lighted,Clear,Clear,1,0
California,1,0,1,25,April,6,Thursday,Urban,Curb,Dark - Not Lighted,Clear,Clear,1,0
California,1,1,1,3,May,21,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,0,1,4,May,1,Saturday,Urban,Curb,Dark - Lighted,Cloudy,Cloudy,1,1
California,3,0,2,6,May,20,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,1,0,2,4,April,16,Thursday,Urban,Rollover/Overturn,Daylight,"Fog, Smog, Smoke","Fog, Smog, Smoke",1,0
California,1,0,1,18,May,23,Saturday,Rural,Rollover/Overturn,Dark - Not Lighted,Rain,Rain,1,0
California,2,0,4,3,May,13,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,9,1,April,14,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,1,10,May,23,Friday,Rural,Fence,Dark - Not Lighted,Clear,Clear,1,1
California,2,0,3,7,March,20,Thursday,Urban,Live Animal,Dark - Not Lighted,Cloudy,Cloudy,1,0
California,1,0,1,22,April,99,Monday,Rural,Embankment,Dark - Not Lighted,Clear,Clear,1,1
California,2,0,2,28,January,6,Monday,Rural,Motor Vehicle In-Transport,Dawn,Cloudy,Cloudy,1,0
California,1,0,1,5,May,21,Sunday,Rural,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,1
California,1,0,1,22,February,6,Friday,Rural,Tree (Standing Only),Dawn,Clear,Clear,1,0
California,2,0,3,16,March,17,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
California,2,0,2,4,February,3,Monday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Cloudy,Cloudy,1,0
California,2,0,2,17,January,5,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,15,January,17,Tuesday,Urban,Pedestrian,Dark - Lighted,Cloudy,Rain,1,0
California,1,0,2,29,March,13,Friday,Rural,Utility Pole/Light Support,Daylight,Clear,Clear,1,1
California,2,0,3,2,March,8,Saturday,Rural,Motor Vehicle In-Transport,Daylight,Rain,Rain,1,0
California,1,0,1,17,March,3,Sunday,Urban,Guardrail Face,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,14,May,20,Tuesday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,2,1,2,3,January,21,Thursday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
California,3,1,3,13,February,20,Wednesday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,2,1,3,14,February,17,Thursday,Urban,Pedestrian,Dusk,Cloudy,Cloudy,1,0
California,2,0,2,13,March,10,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,1,13,March,21,Wednesday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,0
California,2,0,6,19,May,14,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
California,3,0,9,3,May,5,Friday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
California,1,0,2,28,February,4,Thursday,Urban,Tree (Standing Only),Dark - Not Lighted,Cloudy,Cloudy,1,1
California,2,0,3,8,May,0,Wednesday,Rural,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,12,April,21,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,3,28,April,20,Sunday,Rural,Pedalcyclist,Dark - Lighted,Clear,Clear,1,0
California,1,0,1,17,April,12,Wednesday,Urban,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,1,0,2,20,April,23,Saturday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,0
California,2,0,6,31,May,21,Friday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,2,0
California,1,0,2,5,April,16,Friday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,1
California,1,0,1,6,January,7,Sunday,Urban,Tree (Standing Only),Dark - Not Lighted,Rain,Rain,1,1
California,2,1,2,11,January,8,Friday,Urban,Pedalcyclist,Daylight,Cloudy,Cloudy,1,0
California,1,1,1,6,February,8,Wednesday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,2,0,2,9,April,19,Tuesday,Urban,Motor Vehicle In-Transport,Dusk,Clear,Clear,1,2
California,3,0,9,17,February,18,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,1
California,2,0,7,10,March,3,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,1
California,1,1,2,11,April,19,Thursday,Urban,Pedestrian,Dusk,Clear,Clear,1,0
California,1,1,2,21,February,18,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,1
California,1,1,2,19,May,0,Sunday,Urban,Pedalcyclist,Dark - Not Lighted,Rain,Rain,1,0
California,1,0,1,15,May,11,Wednesday,Urban,Utility Pole/Light Support,Daylight,Clear,Clear,1,1
California,1,0,3,12,May,23,Sunday,Urban,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,2,0
California,1,1,1,15,February,20,Friday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
California,1,1,1,20,March,7,Wednesday,Urban,Pedestrian,Daylight,Rain,Rain,1,0
California,1,2,1,17,May,13,Friday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,2,0,3,4,April,0,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,24,February,15,Sunday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,3,0,3,17,May,12,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,5,17,February,2,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,4,2
California,3,0,3,18,April,5,Thursday,Urban,Motor Vehicle In-Transport,Dawn,Clear,Clear,1,0
California,1,0,1,22,May,7,Wednesday,Urban,Curb,Daylight,Cloudy,Cloudy,1,1
California,1,1,1,4,March,18,Monday,Urban,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,0
California,1,1,1,15,May,22,Wednesday,Urban,Pedestrian,Dark - Lighted,Cloudy,Cloudy,1,0
California,1,0,1,28,April,19,Sunday,Rural,Embankment,Daylight,Clear,Clear,1,0
California,1,0,2,10,May,14,Friday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,1,1,1,28,February,4,Thursday,Urban,Pedestrian,Dark - Lighted,Cloudy,Cloudy,1,0
California,2,0,2,18,April,16,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,4,7,March,18,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,1
California,2,0,4,20,April,20,Saturday,Urban,Curb,Dark - Lighted,Clear,Clear,1,0
California,2,0,9,27,April,2,Saturday,Urban,Curb,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,12,March,20,Tuesday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,3,27,April,22,Saturday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,1
California,1,1,2,11,April,5,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,2,0,3,19,May,1,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,1
California,2,0,2,7,January,11,Monday,Urban,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,0
California,1,1,1,31,May,21,Friday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
California,1,0,1,11,April,14,Thursday,Urban,Tree (Standing Only),Daylight,Cloudy,Cloudy,1,0
California,1,0,1,30,May,16,Thursday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
California,2,0,2,16,May,16,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,1,18,April,99,Thursday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,1,0
California,3,1,3,28,March,8,Thursday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,1,1,2,6,May,2,Monday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
California,1,1,1,18,February,20,Monday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,2,0,1,23,March,11,Saturday,Urban,Parked Motor Vehicle,Daylight,Clear,Clear,1,1
California,1,1,1,11,April,5,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,9,February,23,Saturday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,2,April,5,Tuesday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,0,1,9,June,21,Sunday,Rural,Guardrail End,Dark - Not Lighted,Clear,Clear,1,0
California,2,0,2,24,May,22,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
California,2,0,3,29,April,4,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,0
California,2,0,3,1,May,23,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
California,2,0,4,13,May,14,Monday,Urban,Curb,Daylight,Clear,Clear,1,0
California,2,1,2,10,February,6,Sunday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
California,3,0,4,1,May,21,Wednesday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,2,1
California,2,0,5,3,March,19,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,1
California,1,1,3,5,May,11,Sunday,Urban,Pedestrian,Daylight,Cloudy,Cloudy,1,0
California,1,0,2,29,May,17,Wednesday,Rural,Embankment,Daylight,Clear,Clear,1,0
California,3,0,3,12,February,17,Tuesday,Urban,Motor Vehicle In-Transport,Dusk,Clear,Clear,1,0
California,2,0,3,8,May,16,Wednesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
California,2,0,2,30,March,21,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
California,1,0,1,29,March,13,Friday,Rural,Utility Pole/Light Support,Daylight,Clear,Clear,1,0
California,1,1,1,31,May,14,Friday,Urban,Pedalcyclist,Daylight,Clear,Clear,1,0
California,1,0,1,25,April,8,Thursday,Urban,Traffic Sign Support,Daylight,Cloudy,Cloudy,1,0
California,2,0,5,8,June,13,Saturday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,2,26,April,19,Friday,Rural,Guardrail Face,Dark - Not Lighted,Clear,Clear,1,1
California,2,0,4,28,April,12,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,1,2,May,16,Thursday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,1,0,1,15,June,12,Saturday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
California,1,0,2,20,April,19,Saturday,Urban,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,1
California,1,0,1,5,June,15,Wednesday,Rural,Curb,Daylight,Clear,Clear,1,1
California,2,0,3,22,March,15,Friday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
California,1,0,1,26,May,99,Sunday,Urban,Other Fixed Object,Dark - Not Lighted,Clear,Clear,1,1
California,3,0,4,31,May,22,Friday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,2,1
California,1,0,1,22,February,22,Friday,Urban,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,1
California,1,1,2,21,January,17,Monday,Rural,Pedalcyclist,Dark - Not Lighted,Clear,Clear,1,0
California,2,0,2,6,May,16,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
California,2,0,6,27,May,13,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,11,May,22,Saturday,Urban,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
California,1,0,2,24,March,10,Sunday,Urban,Curb,Daylight,Clear,Clear,1,0
California,2,0,2,30,May,19,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,20,April,1,Saturday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
California,2,0,5,6,April,12,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,2,0
California,1,0,1,7,April,19,Sunday,Urban,Ground,Dusk,Clear,Clear,1,0
California,1,0,1,15,May,9,Wednesday,Urban,Curb,Daylight,Cloudy,Cloudy,1,0
California,1,1,2,21,April,17,Sunday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,2,0,2,18,June,16,Tuesday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,4,21,June,0,Friday,Urban,Rollover/Overturn,Dark - Lighted,Clear,Clear,1,1
California,1,0,1,16,April,10,Tuesday,Urban,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,2,0,2,2,June,5,Sunday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Cloudy,Cloudy,1,1
California,3,1,3,23,May,21,Thursday,Rural,Pedalcyclist,Dark - Not Lighted,Clear,Clear,1,0
California,1,1,1,25,March,21,Monday,Rural,Pedestrian,Dark - Not Lighted,Cloudy,Cloudy,1,0
California,1,0,2,20,June,22,Thursday,Rural,Other Fixed Object,Dark - Not Lighted,Clear,Clear,1,1
California,1,0,1,1,April,19,Monday,Urban,Traffic Sign Support,Dusk,Clear,Clear,1,1
California,1,0,4,15,March,23,Friday,Urban,Tree (Standing Only),Dark - Lighted,Clear,Clear,2,1
California,2,0,2,9,June,13,Sunday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,0,3,23,March,7,Saturday,Urban,Curb,Daylight,Cloudy,Cloudy,1,0
California,1,1,1,11,June,11,Tuesday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,2,0,5,10,June,15,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,2,17,June,11,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,3,18,February,9,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,3,30,January,11,Wednesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,3,6,April,10,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,11,March,12,Monday,Urban,Pedalcyclist,Daylight,Clear,Clear,1,0
California,1,1,1,7,January,18,Monday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,0,2,14,June,21,Friday,Rural,Live Animal,Dark - Lighted,Clear,Clear,1,0
California,1,2,1,4,April,7,Thursday,Urban,Pedestrian,Daylight,Cloudy,Cloudy,2,0
California,1,1,1,11,April,22,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,3,0,4,18,February,12,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,13,April,20,Saturday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,21,April,5,Sunday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,3,22,April,7,Monday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,2,0,6,4,February,22,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Rain,Rain,1,0
California,1,0,1,26,February,18,Tuesday,Urban,Tree (Standing Only),Dark - Lighted,Rain,Rain,1,0
California,1,0,1,1,June,8,Saturday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
California,2,0,3,11,June,14,Tuesday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,5,17,March,11,Sunday,Urban,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,1,1,3,15,February,20,Friday,Urban,Pedestrian,Dark - Not Lighted,Rain,Rain,1,0
California,2,0,2,10,May,19,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,2,1,3,11,May,22,Saturday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,1,May,14,Wednesday,Urban,Pedalcyclist,Daylight,Clear,Clear,1,0
California,2,0,2,3,June,20,Monday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,2,0,3,9,June,22,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
California,1,1,1,24,April,20,Wednesday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,0,2,29,April,3,Monday,Urban,Other Non-Collision,Dark - Not Lighted,Clear,Clear,1,0
California,1,0,1,24,May,99,Friday,Rural,Rollover/Overturn,Dark - Not Lighted,Clear,Clear,1,0
California,1,0,1,17,March,8,Sunday,Rural,Tree (Standing Only),Daylight,Clear,Clear,1,0
California,1,1,1,11,January,21,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,2,0,2,22,February,14,Friday,Urban,Curb,Daylight,Clear,Clear,1,0
California,5,0,2,6,June,5,Thursday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,1
California,1,1,1,5,March,10,Tuesday,Urban,Pedestrian,Daylight,Rain,Rain,1,0
California,1,0,1,14,March,23,Thursday,Urban,Utility Pole/Light Support,Dark - Lighted,Clear,Clear,1,0
California,2,1,2,25,May,0,Saturday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,0,1,21,March,11,Thursday,Rural,Bridge Pier or Support,Daylight,Cloudy,Cloudy,1,0
California,2,0,2,7,June,15,Friday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,18,April,3,Thursday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,2,1,15,March,18,Friday,Urban,Pedestrian,Daylight,Clear,Clear,1,0
California,4,0,2,25,April,9,Thursday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,2,0,3,31,March,3,Sunday,Urban,Curb,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,17,May,21,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,2,0,2,3,June,9,Monday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,3,0,5,13,April,17,Saturday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,5,5,January,22,Saturday,Urban,Pedestrian,Dark - Lighted,Rain,Rain,1,0
California,3,0,5,11,June,12,Tuesday,Urban,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,2,0,2,19,June,3,Wednesday,Rural,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
California,3,0,3,17,June,14,Monday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
California,1,1,1,8,February,19,Friday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,0,1,16,March,17,Saturday,Rural,Fence,Daylight,Clear,Clear,1,1
California,1,0,2,8,June,5,Saturday,Rural,Fence,Dawn,Clear,Clear,1,1
California,1,0,4,26,May,20,Sunday,Rural,Tree (Standing Only),Dark - Not Lighted,Cloudy,Cloudy,4,0
California,5,0,3,11,May,23,Saturday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,2,0,3,30,May,18,Thursday,Rural,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,0
California,1,1,1,18,May,7,Saturday,Urban,Pedestrian,Daylight,Cloudy,Rain,1,1
California,1,0,3,16,February,1,Saturday,Urban,Guardrail Face,Dark - Lighted,Cloudy,Cloudy,1,1
California,2,1,2,10,February,22,Sunday,Urban,Pedalcyclist,Dark - Lighted,Clear,Clear,1,0
California,1,1,2,15,March,18,Friday,Urban,Pedestrian,Dusk,Clear,Clear,1,0
California,2,0,5,27,February,17,Wednesday,Urban,Motor Vehicle In-Transport,Dusk,Cloudy,Cloudy,1,0
California,1,1,3,27,February,20,Wednesday,Urban,Pedestrian,Dark - Lighted,Cloudy,Cloudy,1,0
California,2,0,2,15,March,6,Friday,Urban,Motor Vehicle In-Transport,Dark - Lighted,Clear,Clear,1,0
California,1,0,2,16,March,23,Saturday,Urban,Curb,Dark - Not Lighted,Clear,Clear,1,1
California,1,1,1,27,February,22,Wednesday,Urban,Pedestrian,Dark - Lighted,Cloudy,Cloudy,1,0
California,1,0,2,6,June,1,Thursday,Rural,Culvert,Dark - Not Lighted,Clear,Clear,1,0
California,2,0,2,7,April,16,Sunday,Urban,Motor Vehicle In-Transport,Daylight,Clear,Clear,1,1
California,2,0,3,11,June,2,Tuesday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,1,0
California,3,0,6,11,June,2,Tuesday,Urban,Motor Vehicle In-Transport,Dark - Not Lighted,Clear,Clear,2,0
California,1,0,1,16,April,0,Tuesday,Urban,Tree (Standing Only),Dark - Not Lighted,Rain,Rain,1,1
California,1,1,1,23,March,4,Saturday,Urban,Pedestrian,Dark - Lighted,Clear,Clear,1,0
California,1,1,1,1,April,5,Monday,Urban,Non-Motorist on Personal Conveyance,Dark - Lighted,Cloudy,Cloudy,1,0
California,2,0,3,14,January,12,Monday,Rural,Motor Vehicle In-Transport,Daylight,Cloudy,Cloudy,1,1
California,1,0,1,21,April,2,Sunday,Urban,Traffic Sign Support,Dark - Lighted,Clear,Clear,1,1
California,1,0,1,15,March,12,Friday,Urban,Fence,Daylight,Clear,Clear,1,0
California,1,0,1,22,March,2,Friday,Urban,Curb,Dark - Lighted,Clear,Clear,1,1
California,1,0,1,7,April,15,Sunday,Rural,Rollover/Overturn,Daylight,Clear,Clear,1,0
California,2,0,3,18,April,14,Thursday,Urban,Concrete Traffic Barrier,Daylight,Clear,Clear,1,0
California,1,0,3,3,May,12,Friday,Rural,Curb,Daylight,Clear,Clear,1,0
California,1,1,1,10,March,21,Sunday,Rural,Pedestrian,Dark - Not Lighted,Clear,Clear,1,0
